,day,dayofweek,hourofday,month,year,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind SpeedMPH
13973,6,5,5,8,2011,73,66.9,81,30.07,10,4.6
13974,6,5,6,8,2011,72,66.9,84,30.07,10,5.8
13975,6,5,7,8,2011,73,68,84,30.07,10,6.9
13976,6,5,8,8,2011,75,68,79,30.06,10,3.5
13977,6,5,9,8,2011,77,68,74,30.06,10,3.5
13978,6,5,10,8,2011,79,66,64,30.04,10,4.6
13979,6,5,11,8,2011,81,68,65,30.03,10,6.9
13980,6,5,12,8,2011,82.9,69.1,63,30.02,10,6.9
13981,6,5,13,8,2011,84,70,63,30,10,3.5
13982,6,5,14,8,2011,79,66.9,66,29.99,10,5.8
13983,6,5,15,8,2011,79,70,74,29.97,10,9.2
13984,6,5,16,8,2011,78.1,69.1,74,29.95,10,3.5
13985,6,5,17,8,2011,77,69.1,76,29.94,10,8.1
13986,6,5,18,8,2011,73.9,72,93,29.92,4,8.1
13987,6,5,19,8,2011,73.2,71.8,95,29.925,6,9.2
13988,6,5,20,8,2011,73.2,71.8,95,29.915,9,5.8
13989,6,5,21,8,2011,73,72,96,29.88,9,6.9
13990,6,5,22,8,2011,73.525,71.475,93.25,29.9025,9.25,5.225
13991,6,5,23,8,2011,72.4,71.7,97.5,29.8925,5.875,4.625
13992,7,6,0,8,2011,73,72,96,29.86,7,3.5
13993,7,6,1,8,2011,73.26666667,71.73333333,94.66666667,29.85666667,5,1.166666667
13994,7,6,2,8,2011,73,72,96,29.81,7,3.5
13995,7,6,3,8,2011,73.2,71.8,95,29.8,8,6.35
13996,7,6,4,8,2011,73.65,72.3,95.5,29.785,8.5,5.75
13997,7,6,5,8,2011,73.56666667,73.26666667,99,29.77,3.5,6.9
13998,7,6,6,8,2011,73.9,73.9,100,29.73,4,4.6
13999,7,6,7,8,2011,75,73.9,96,29.73,4,6.9
14000,7,6,8,8,2011,75.16,73.86,95.6,29.744,4.6,6.92
14001,7,6,9,8,2011,77.55,75.1,92,29.735,7,6.9
14002,7,6,10,8,2011,80.35,73.65,80,29.72,8,5.75
14003,7,6,11,8,2011,84.9,72,65,29.69,9,4.6
14004,7,6,12,8,2011,87.1,73,63,29.67,8,4.6
14005,7,6,13,8,2011,88,73,61,29.65,7,0
14006,7,6,14,8,2011,89.1,72,57,29.62,7,4.6
14007,7,6,15,8,2011,86,72,63,29.59,7,3.5
14008,7,6,16,8,2011,87.1,72,61,29.58,7,5.8
14009,7,6,17,8,2011,86,73,65,29.57,7,0
14010,7,6,18,8,2011,84.9,75,72,29.56,7,0
14011,7,6,19,8,2011,86,72,63,29.56,6,5.8
14012,7,6,20,8,2011,84.9,73,67,29.58,7,4.6
14013,7,6,21,8,2011,75.9,70,82,29.58,7,0
14014,7,6,22,8,2011,75,72,90,29.57,9,3.5
14015,7,6,23,8,2011,75.55,71.8,88,29.57,8,2.3
14016,8,0,0,8,2011,75.9,71.1,85,29.56,8,0
14017,8,0,1,8,2011,77,71.1,82,29.54,9,8.1
14018,8,0,2,8,2011,75.9,70,82,29.53,10,3.5
14019,8,0,3,8,2011,75,70,84,29.53,10,0
14020,8,0,4,8,2011,70.76159696,63.15665399,77.80228137,29.95695817,8.52243346,3.614448669
14021,8,0,5,8,2011,73.9,69.1,85,29.56,9,0
14022,8,0,6,8,2011,75,69.1,82,29.56,7,3.5
14023,8,0,7,8,2011,75.9,70,82,29.57,6,5.8
14024,8,0,8,8,2011,77,69.1,76,29.57,6,4.6
14025,8,0,9,8,2011,80.1,69.1,69,29.57,5,5.8
14026,8,0,10,8,2011,84,68,58,29.57,7,6.9
14027,8,0,11,8,2011,87.1,69.1,55,29.57,8,4.6
14028,8,0,12,8,2011,86,66.9,53,29.57,8,0
14029,8,0,13,8,2011,89.1,66.9,48,29.57,9,6.9
14030,8,0,14,8,2011,88,66.9,49,29.57,9,10.4
14031,8,0,15,8,2011,88,64.9,46,29.56,10,6.9
14032,8,0,16,8,2011,87.1,66,49,29.57,10,13.8
14033,8,0,17,8,2011,81.7,64.2,55,29.595,10,6.9
14034,8,0,18,8,2011,82.9,66,56,29.59,10,0
14035,8,0,19,8,2011,82.9,64.9,54,29.6,10,0
14036,8,0,20,8,2011,80.1,66.9,64,29.63,10,0
14037,8,0,21,8,2011,78.1,66.9,68,29.65,10,0
14038,8,0,22,8,2011,77,66.9,71,29.65,10,5.8
14039,8,0,23,8,2011,77,64.9,66,29.65,10,5.8
14040,9,1,0,8,2011,73.9,66,76,29.64,10,0
14041,9,1,1,8,2011,73.9,66.9,79,29.65,10,0
14042,9,1,2,8,2011,75,66.9,76,29.64,10,0
14043,9,1,3,8,2011,73.9,66.9,79,29.64,10,0
14044,9,1,4,8,2011,73,66.9,81,29.63,10,0
14045,9,1,5,8,2011,72,66,81,29.64,10,3.5
14046,9,1,6,8,2011,73,64.9,76,29.64,10,8.1
14047,9,1,7,8,2011,75,64.9,71,29.65,10,6.9
14048,9,1,8,8,2011,75.9,66.9,74,29.65,10,4.6
14049,9,1,9,8,2011,78.1,68,71,29.64,10,5.8
14050,9,1,10,8,2011,80.8,70.8,71.5,29.65,9,5.8
14051,9,1,11,8,2011,82.65,70.45,66.5,29.645,9,6.35
14052,9,1,12,8,2011,80.1,71.1,74,29.61,8,6.9
14053,9,1,13,8,2011,80.35,72.7,77.5,29.6,5.5,8.1
14054,9,1,14,8,2011,75.1,73.65,95,29.585,1.85,6.9
14055,9,1,15,8,2011,73.2,72.3,97,29.585,0.5,6.35
14056,9,1,16,8,2011,73.2,72.3,97,29.575,0.2,4.6
14057,9,1,17,8,2011,73.075,71.95,96.25,29.5625,0.925,3.175
14058,9,1,18,8,2011,73.9,73,97,29.52,1.5,4.6
14059,9,1,19,8,2011,73.2,72.7,98,29.54,1.5,4.05
14060,9,1,20,8,2011,72.06666667,71.73333333,98.66666667,29.54,2.666666667,3.866666667
14061,9,1,21,8,2011,73.2,71.8,95,29.535,3.25,0
14062,9,1,22,8,2011,73.65,72.3,95.5,29.545,3.5,0
14063,9,1,23,8,2011,73.9,73,97,29.52,4,5.8
14064,10,2,0,8,2011,73,72,96,29.52,6,5.8
14065,10,2,1,8,2011,72,70,93,29.53,8,5.8
14066,10,2,2,8,2011,71.1,68,90,29.54,10,5.8
14067,10,2,3,8,2011,71.1,66,84,29.55,10,9.2
14068,10,2,4,8,2011,71.1,66,84,29.56,10,6.9
14069,10,2,5,8,2011,71.1,64.9,81,29.56,10,4.6
14070,10,2,6,8,2011,71.1,64.9,81,29.58,10,3.5
14071,10,2,7,8,2011,72,66,81,29.6,10,0
14072,10,2,8,8,2011,73.9,64.9,73,29.61,10,3.5
14073,10,2,9,8,2011,77,66,69,29.59,10,0
14074,10,2,10,8,2011,80.1,66,62,29.6,10,5.8
14075,10,2,11,8,2011,80.1,64.9,60,29.6,10,8.1
14076,10,2,12,8,2011,82.9,66,56,29.6,10,4.6
14077,10,2,13,8,2011,84.9,64,49,29.61,10,5.8
14078,10,2,14,8,2011,84,62.1,47,29.6,10,4.6
14079,10,2,15,8,2011,81,62.1,52,29.61,10,5.8
14080,10,2,16,8,2011,84,59,43,29.61,10,10.4
14081,10,2,17,8,2011,82.9,60.1,46,29.62,10,4.6
14082,10,2,18,8,2011,81,62.1,52,29.64,10,4.6
14083,10,2,19,8,2011,80.1,61,52,29.66,10,4.6
14084,10,2,20,8,2011,79,60.1,52,29.67,10,6.9
14085,10,2,21,8,2011,78.1,61,56,29.69,10,5.8
14086,10,2,22,8,2011,79,60.1,52,29.7,10,6.9
14087,10,2,23,8,2011,78.1,61,56,29.72,10,4.6
14088,11,3,0,8,2011,77,61,58,29.73,10,4.6
14089,11,3,1,8,2011,75.9,60.1,58,29.73,10,5.8
14090,11,3,2,8,2011,73,60.1,64,29.73,10,3.5
14091,11,3,3,8,2011,72,61,68,29.73,10,0
14092,11,3,4,8,2011,70,61,73,29.75,10,0
14093,11,3,5,8,2011,70,59,68,29.78,10,0
14094,11,3,6,8,2011,70,57.9,65,29.81,10,4.6
14095,11,3,7,8,2011,69.1,55,61,29.83,10,3.5
14096,11,3,8,8,2011,71.1,52,51,29.84,10,5.8
14097,11,3,9,8,2011,73,53.1,49,29.84,10,5.8
14098,11,3,10,8,2011,75.9,51.1,42,29.84,10,0
14099,11,3,11,8,2011,80.1,51.1,36,29.84,10,5.8
14100,11,3,12,8,2011,81,50,34,29.83,10,8.1
14101,11,3,13,8,2011,82,53.1,37,29.83,10,5.8
14102,11,3,14,8,2011,80.1,52,38,29.83,10,5.8
14103,11,3,15,8,2011,79,51.1,38,29.82,10,8.1
14104,11,3,16,8,2011,80.1,52,38,29.83,10,5.8
14105,11,3,17,8,2011,79,50,36,29.83,10,4.6
14106,11,3,18,8,2011,78.1,52,40,29.84,10,3.5
14107,11,3,19,8,2011,77,53.1,43,29.86,10,5.8
14108,11,3,20,8,2011,75.9,51.1,42,29.88,10,0
14109,11,3,21,8,2011,73.9,51.1,45,29.91,10,0
14110,11,3,22,8,2011,72,50,46,29.91,10,0
14111,11,3,23,8,2011,72,51.1,48,29.92,10,0
14112,12,4,0,8,2011,70,51.1,51,29.94,10,3.5
14113,12,4,1,8,2011,69.1,52,54,29.94,10,0
14114,12,4,2,8,2011,68,51.1,55,29.94,10,3.5
14115,12,4,3,8,2011,66,53.1,63,29.95,10,0
14116,12,4,4,8,2011,64.9,53.1,65,29.96,10,3.5
14117,12,4,5,8,2011,66,53.1,63,29.97,10,3.5
14118,12,4,6,8,2011,64.9,54,68,29.98,10,3.5
14119,12,4,7,8,2011,66.9,54,63,30.01,10,4.6
14120,12,4,8,8,2011,69.1,55,61,30.02,10,4.6
14121,12,4,9,8,2011,72,55,55,30.03,10,4.6
14122,12,4,10,8,2011,75,54,48,30.04,10,6.9
14123,12,4,11,8,2011,79,55,44,30.03,10,5.8
14124,12,4,12,8,2011,81,54,39,30.02,10,0
14125,12,4,13,8,2011,82,55,39,30.01,10,6.9
14126,12,4,14,8,2011,84,55,37,30,10,4.6
14127,12,4,15,8,2011,82,53.1,37,29.99,10,5.8
14128,12,4,16,8,2011,81,55,41,30,10,5.8
14129,12,4,17,8,2011,82,54,38,29.99,10,4.6
14130,12,4,18,8,2011,81,53.1,38,29.99,10,4.6
14131,12,4,19,8,2011,78.1,54,43,30.01,10,0
14132,12,4,20,8,2011,75.9,55,48,30.02,10,0
14133,12,4,21,8,2011,75,54,48,30.03,10,0
14134,12,4,22,8,2011,75,54,48,30.04,10,0
14135,12,4,23,8,2011,73.9,54,50,30.04,10,0
14136,13,5,0,8,2011,73.9,53.1,48,30.04,10,0
14137,13,5,1,8,2011,73,57.9,59,30.03,10,0
14138,13,5,2,8,2011,72,60.1,66,30.04,10,0
14139,13,5,3,8,2011,71.1,59,66,30.05,10,3.5
14140,13,5,4,8,2011,70,59,68,30.05,10,0
14141,13,5,5,8,2011,70,57.9,65,30.05,10,0
14142,13,5,6,8,2011,70,59,68,30.07,10,0
14143,13,5,7,8,2011,71.1,62.1,73,30.08,10,0
14144,13,5,8,8,2011,75,62.1,64,30.08,10,0
14145,13,5,9,8,2011,78.1,62.1,58,30.07,10,0
14146,13,5,10,8,2011,80.1,62.1,54,30.07,10,0
14147,13,5,11,8,2011,82,63,52,30.06,10,3.5
14148,13,5,12,8,2011,84,60.1,44,30.05,10,5.8
14149,13,5,13,8,2011,84.9,61,44,30.04,10,3.5
14150,13,5,14,8,2011,81,62.1,52,30.03,10,3.5
14151,13,5,15,8,2011,81,61,50,30.01,10,3.5
14152,13,5,16,8,2011,79,60.1,52,30.02,10,4.6
14153,13,5,17,8,2011,78.1,57,48,30.01,10,10.4
14154,13,5,18,8,2011,77,61,58,30,10,4.6
14155,13,5,19,8,2011,77,62.1,60,30,10,5.8
14156,13,5,20,8,2011,75.9,64.9,69,29.99,10,5.8
14157,13,5,21,8,2011,77,64.9,66,29.99,10,5.8
14158,13,5,22,8,2011,77,66,69,30,10,8.1
14159,13,5,23,8,2011,73.9,66.9,79,30,10,0
14160,14,6,0,8,2011,72,69.1,91,29.97,9,0
14161,14,6,1,8,2011,70.46666667,69.86666667,98,29.98666667,1.433333333,2.7
14162,14,6,2,8,2011,69.625,69.625,100,29.9775,0.425,1.15
14163,14,6,3,8,2011,68,68,100,29.94285714,1.614285714,4.128571429
14164,14,6,4,8,2011,68,68,100,29.936,0.88,0.7
14165,14,6,5,8,2011,67.45,67.45,100,29.935,0.75,4.05
14166,14,6,6,8,2011,66.375,66.375,100,29.9475,1.125,4.325
14167,14,6,7,8,2011,68.96666667,68.36666667,98,29.93666667,1,3.466666667
14168,14,6,8,8,2011,69.68333333,68.3,95.33333333,29.93166667,2.416666667,5.783333333
14169,14,6,9,8,2011,69.625,69.175,98.5,29.9225,1.825,6.35
14170,14,6,10,8,2011,69.625,69.625,100,29.915,0.925,6.925
14171,14,6,11,8,2011,69.56666667,69.56666667,100,29.9,1.766666667,6.166666667
14172,14,6,12,8,2011,69.84,69.84,100,29.896,2.7,2.1
14173,14,6,13,8,2011,69.86666667,69.56666667,99,29.88666667,3.833333333,4.266666667
14174,14,6,14,8,2011,69.56666667,69.56666667,100,29.88,1.333333333,3.866666667
14175,14,6,15,8,2011,68.9,68.9,100,29.88333333,2.133333333,4.233333333
14176,14,6,16,8,2011,68,68,100,29.83,3,4.6
14177,14,6,17,8,2011,68,68,100,29.84,1.8,5.2
14178,14,6,18,8,2011,68,68,100,29.825,2.05,4.625
14179,14,6,19,8,2011,69.38333333,68.78333333,98,29.81,2.833333333,6.916666667
14180,14,6,20,8,2011,69.625,69.625,100,29.805,2,3.775
14181,14,6,21,8,2011,69.8,69.8,100,29.815,1.3,5.75
14182,14,6,22,8,2011,69.7,69.7,100,29.80285714,2.257142857,5.428571429
14183,14,6,23,8,2011,69.86666667,69.86666667,100,29.79,3.666666667,5
14184,15,0,0,8,2011,69.84,69.84,100,29.786,4.4,3.24
14185,15,0,1,8,2011,70,70,100,29.75,6,6.9
14186,15,0,2,8,2011,70,70,100,29.73,5,5.8
14187,15,0,3,8,2011,71.1,70,96,29.72,8,4.6
14188,15,0,4,8,2011,71.06666667,69.86666667,96,29.73333333,7.333333333,1.166666667
14189,15,0,5,8,2011,69.9,69.45,98.5,29.72,7.5,0
14190,15,0,6,8,2011,69.9,68.55,95.5,29.725,9.5,4.65
14191,15,0,7,8,2011,70.45,69.45,96.5,29.715,9,4.05
14192,15,0,8,8,2011,71.43333333,69.86666667,94.66666667,29.72,9.333333333,5.8
14193,15,0,9,8,2011,71.6,69.8,94,29.73,7,8.1
14194,15,0,10,8,2011,72.3,69.9,92,29.715,10,6.35
14195,15,0,11,8,2011,73,69.1,87,29.69,10,4.6
14196,15,0,12,8,2011,73.2,68.9,86,29.695,10,6.95
14197,15,0,13,8,2011,73.2,69.45,87.5,29.67,9.5,5.8
14198,15,0,14,8,2011,75.45,69.45,81.5,29.665,10,4.05
14199,15,0,15,8,2011,72,70,93,29.64,4,3.5
14200,15,0,16,8,2011,71.6,71,98,29.66666667,1,3.466666667
14201,15,0,17,8,2011,70.42,69.3,96.2,29.666,8,3.02
14202,15,0,18,8,2011,69.45,66.55,90.5,29.655,10,4.05
14203,15,0,19,8,2011,69.1,66.9,93,29.67,10,0
14204,15,0,20,8,2011,68,66.9,96,29.67,10,0
14205,15,0,21,8,2011,69.1,66,90,29.68,10,3.5
14206,15,0,22,8,2011,68,66,93,29.69,10,0
14207,15,0,23,8,2011,68.55,66.1,92,29.71,10,3.5
14208,16,1,0,8,2011,69.56666667,66.13333333,88.66666667,29.71666667,10,5
14209,16,1,1,8,2011,68,64.9,90,29.7,10,8.1
14210,16,1,2,8,2011,68,64.2,87.5,29.71,10,8.65
14211,16,1,3,8,2011,66.9,63,87,29.71,10,6.9
14212,16,1,4,8,2011,66.43333333,62.73333333,87.66666667,29.73,10,10
14213,16,1,5,8,2011,66,62.1,87,29.73,10,10.4
14214,16,1,6,8,2011,64.9,63,93,29.75,6,4.6
14215,16,1,7,8,2011,64.4,62.6,94,29.795,9.5,5.8
14216,16,1,8,8,2011,65.2,62.35,90.5,29.81,10,4.65
14217,16,1,9,8,2011,64.525,62.7,93.75,29.8375,2.9,4.925
14218,16,1,10,8,2011,68,64,87,29.84,10,3.5
14219,16,1,11,8,2011,68.55,62.35,80.5,29.86,10,8.05
14220,16,1,12,8,2011,71.35,62.8,74,29.87,10,7.5
14221,16,1,13,8,2011,71.8,62.8,73,29.88,10,5.8
14222,16,1,14,8,2011,75.9,64,67,29.87,10,6.9
14223,16,1,15,8,2011,75.9,63,64,29.87,10,6.9
14224,16,1,16,8,2011,78.1,66,66,29.88,10,3.5
14225,16,1,17,8,2011,77,64,64,29.91,10,8.1
14226,16,1,18,8,2011,75.9,63,64,29.94,10,0
14227,16,1,19,8,2011,73,63,71,29.96,10,0
14228,16,1,20,8,2011,71.1,63,75,29.97,10,0
14229,16,1,21,8,2011,71.1,63,75,29.99,10,0
14230,16,1,22,8,2011,72,64,76,30.01,10,0
14231,16,1,23,8,2011,70,64,81,30.03,10,0
14232,17,2,0,8,2011,71.1,64,78,30.04,10,0
14233,17,2,1,8,2011,71.1,64.9,81,30.05,10,0
14234,17,2,2,8,2011,71.1,64,78,30.05,10,0
14235,17,2,3,8,2011,70,63,78,30.07,10,0
14236,17,2,4,8,2011,66.9,64,90,30.08,10,0
14237,17,2,5,8,2011,68,62.1,81,30.1,10,0
14238,17,2,6,8,2011,66.9,63,87,30.12,10,0
14239,17,2,7,8,2011,70,63,78,30.12,10,0
14240,17,2,8,8,2011,73.9,62.1,66,30.13,10,0
14241,17,2,9,8,2011,77,64,64,30.13,10,0
14242,17,2,10,8,2011,80.1,63,56,30.13,10,0
14243,17,2,11,8,2011,84,59,43,30.13,10,0
14244,17,2,12,8,2011,84.9,60.1,43,30.12,10,0
14245,17,2,13,8,2011,82,62.1,51,30.11,10,0
14246,17,2,14,8,2011,84.9,61,44,30.1,10,5.8
14247,17,2,15,8,2011,84,62.1,47,30.08,10,0
14248,17,2,16,8,2011,82.9,61,47,30.07,10,4.6
14249,17,2,17,8,2011,82.9,60.1,46,30.07,10,0
14250,17,2,18,8,2011,79,63,58,30.07,10,3.5
14251,17,2,19,8,2011,78.1,63,60,30.06,10,3.5
14252,17,2,20,8,2011,77,64,64,30.07,10,4.6
14253,17,2,21,8,2011,77,64,64,30.07,10,0
14254,17,2,22,8,2011,75.9,64.9,69,30.07,10,5.8
14255,17,2,23,8,2011,73.9,66,76,30.07,10,6.9
14256,18,3,0,8,2011,73.9,64.9,73,30.08,10,6.9
14257,18,3,1,8,2011,73,66,79,30.07,10,4.6
14258,18,3,2,8,2011,72,66,81,30.07,10,3.5
14259,18,3,3,8,2011,72,66,81,30.06,10,4.6
14260,18,3,4,8,2011,72,66,81,30.06,10,3.5
14261,18,3,5,8,2011,72,66,81,30.06,10,4.6
14262,18,3,6,8,2011,72,66,81,30.07,10,6.9
14263,18,3,7,8,2011,70,64.9,84,30.07,7,8.1
14264,18,3,8,8,2011,72,62.1,71,30.06,10,9.2
14265,18,3,9,8,2011,69,67.1,93.5,30.095,5.5,5.75
14266,18,3,10,8,2011,71.1,68,90,30.05,8,6.9
14267,18,3,11,8,2011,73.9,66.9,79,30.04,10,4.6
14268,18,3,12,8,2011,78.1,66.9,68,30.01,10,0
14269,18,3,13,8,2011,81,66,60,29.99,10,0
14270,18,3,14,8,2011,82,68,62,29.96,10,4.6
14271,18,3,15,8,2011,80.1,68,67,29.95,10,5.8
14272,18,3,16,8,2011,79,69.1,72,29.94,10,4.6
14273,18,3,17,8,2011,79,71.1,77,29.93,10,6.9
14274,18,3,18,8,2011,77,72,84,29.92,10,5.8
14275,18,3,19,8,2011,75.9,69.1,79,29.93,10,4.6
14276,18,3,20,8,2011,73.9,69.1,85,29.94,10,4.6
14277,18,3,21,8,2011,75,64.9,71,29.96,10,4.6
14278,18,3,22,8,2011,75,66.9,76,29.96,10,9.2
14279,18,3,23,8,2011,73.9,64.9,73,29.95,10,8.1
14280,19,4,0,8,2011,71.1,63,75,29.94,10,0
14281,19,4,1,8,2011,72,64,76,29.93,10,0
14282,19,4,2,8,2011,72,64,76,29.93,10,4.6
14283,19,4,3,8,2011,72,64.9,78,29.93,10,6.9
14284,19,4,4,8,2011,72,64,76,29.92,10,9.2
14285,19,4,5,8,2011,73,63,71,29.91,10,5.8
14286,19,4,6,8,2011,72,64,76,29.93,10,0
14287,19,4,7,8,2011,73,64,73,29.95,10,5.8
14288,19,4,8,8,2011,73.9,66,76,29.94,10,0
14289,19,4,9,8,2011,75,64,69,29.94,10,0
14290,19,4,10,8,2011,75,66,73,29.95,9,8.1
14291,19,4,11,8,2011,79,66.9,66,29.94,9,4.6
14292,19,4,12,8,2011,81,66,60,29.92,10,0
14293,19,4,13,8,2011,84,64.9,53,29.9,10,0
14294,19,4,14,8,2011,82,66.9,60,29.89,10,8.1
14295,19,4,15,8,2011,80.1,64.9,60,29.88,10,8.1
14296,19,4,16,8,2011,79,68,69,29.88,10,4.6
14297,19,4,17,8,2011,78.1,68,71,29.88,10,9.2
14298,19,4,18,8,2011,75.9,68,76,29.88,10,6.9
14299,19,4,19,8,2011,67.05,65.25,94.25,29.99,0.975,6.625
14300,19,4,20,8,2011,66.375,66.375,100,29.965,2.2,1.45
14301,19,4,21,8,2011,66.13333333,66.13333333,100,29.95333333,2,1.166666667
14302,19,4,22,8,2011,66.34,66.34,100,29.946,2.56,0
14303,19,4,23,8,2011,66.55,66.1,98.5,29.925,2.25,2.3
14304,20,5,0,8,2011,66.13333333,65.16666667,96.66666667,29.93666667,1.833333333,0
14305,20,5,1,8,2011,66.2,65.3,97,29.95,1.625,0
14306,20,5,2,8,2011,66.13333333,64.56666667,94.66666667,29.95,1.833333333,1.166666667
14307,20,5,3,8,2011,65.425,64.3,96.25,29.955,2.875,0
14308,20,5,4,8,2011,64.525,64.05,98.25,29.9575,3.075,0
14309,20,5,5,8,2011,64.9,64,97,29.96,4,3.5
14310,20,5,6,8,2011,64.56666667,64.26666667,99,29.97333333,1.766666667,0
14311,20,5,7,8,2011,66.13333333,64.56666667,94.66666667,29.99333333,1.666666667,3.5
14312,20,5,8,8,2011,67.1,64.65,92,30.005,4,0
14313,20,5,9,8,2011,71.1,64,78,29.99,8,4.6
14314,20,5,10,8,2011,73.9,64.9,73,30,9,4.6
14315,20,5,11,8,2011,79,66,64,29.99,10,0
14316,20,5,12,8,2011,82,62.1,51,29.97,10,3.5
14317,20,5,13,8,2011,82.9,61,47,29.97,10,0
14318,20,5,14,8,2011,84,63,49,29.96,10,0
14319,20,5,15,8,2011,82.9,64,53,29.95,10,3.5
14320,20,5,16,8,2011,82.9,63,51,29.94,10,0
14321,20,5,17,8,2011,82,64,54,29.94,10,0
14322,20,5,18,8,2011,78.1,66.9,68,29.95,10,4.6
14323,20,5,19,8,2011,77,66,69,29.97,9,3.5
14324,20,5,20,8,2011,75.9,66,71,29.98,10,3.5
14325,20,5,21,8,2011,75.9,66.9,74,29.99,9,3.5
14326,20,5,22,8,2011,75,68,79,29.99,9,3.5
14327,20,5,23,8,2011,75.9,68,76,29.99,8,5.8
14328,21,6,0,8,2011,75.9,66.9,74,29.98,8,4.6
14329,21,6,1,8,2011,75,68,79,29.96,7,4.6
14330,21,6,2,8,2011,73.9,68,82,29.96,7,8.1
14331,21,6,3,8,2011,73.9,68,82,29.96,7,5.8
14332,21,6,4,8,2011,73,68,84,29.97,7,4.6
14333,21,6,5,8,2011,73.9,68,82,29.97,7,4.6
14334,21,6,6,8,2011,73,66.9,81,29.97,7,4.6
14335,21,6,7,8,2011,75,69.1,82,29.98,7,6.9
14336,21,6,8,8,2011,75.9,71.1,85,29.98,8,5.8
14337,21,6,9,8,2011,78.1,72,81,29.97,9,0
14338,21,6,10,8,2011,78.9,71.8,78.5,29.985,10,2.3
14339,21,6,11,8,2011,78.9,71.8,78.5,29.965,9,9.25
14340,21,6,12,8,2011,79,71.1,77,29.91,8,6.9
14341,21,6,13,8,2011,82.9,72,69,29.87,9,0
14342,21,6,14,8,2011,82.9,72,69,29.84,10,8.1
14343,21,6,15,8,2011,81,72,74,29.83,10,10.4
14344,21,6,16,8,2011,78.1,69.1,74,29.82,9,9.2
14345,21,6,17,8,2011,73.9,70,87,29.83,10,3.5
14346,21,6,18,8,2011,71.8,70.45,95.5,29.85,2.5,6.35
14347,21,6,19,8,2011,71.7,71.475,99.25,29.8525,2.2,4.075
14348,21,6,20,8,2011,71.475,71.475,100,29.8475,1.8,3.475
14349,21,6,21,8,2011,71.5375,71.5375,100,29.81625,1.6125,2.025
14350,21,6,22,8,2011,71.35,71.35,100,29.79,3,0
14351,21,6,23,8,2011,71.5,71.5,100,29.79,2.76,0
14352,22,0,0,8,2011,71.5,70.42,96.4,29.768,3.4,2.54
14353,22,0,1,8,2011,71.43333333,69.86666667,94.66666667,29.76,3.166666667,5.8
14354,22,0,2,8,2011,69.1,68,96,29.75,6,5.8
14355,22,0,3,8,2011,69.1,66.9,93,29.75,7,6.9
14356,22,0,4,8,2011,69.1,64.9,87,29.76,9,6.9
14357,22,0,5,8,2011,68,62.1,81,29.76,10,6.9
14358,22,0,6,8,2011,66.9,57.9,73,29.8,10,8.1
14359,22,0,7,8,2011,66,55.9,70,29.84,10,8.1
14360,22,0,8,8,2011,66.9,54,63,29.85,10,9.2
14361,22,0,9,8,2011,68,54,61,29.86,10,11.5
14362,22,0,10,8,2011,72,54,53,29.86,10,4.6
14363,22,0,11,8,2011,73.9,53.1,48,29.86,10,9.2
14364,22,0,12,8,2011,75,53.1,46,29.86,10,12.7
14365,22,0,13,8,2011,75,53.1,46,29.86,10,8.1
14366,22,0,14,8,2011,77,52,42,29.85,10,6.9
14367,22,0,15,8,2011,75,51.1,43,29.85,10,8.1
14368,22,0,16,8,2011,75.9,51.1,42,29.85,10,9.2
14369,22,0,17,8,2011,75.9,52,43,29.86,10,5.8
14370,22,0,18,8,2011,73.9,52,46,29.87,10,6.9
14371,22,0,19,8,2011,73,52,48,29.88,10,5.8
14372,22,0,20,8,2011,73,52,48,29.91,10,4.6
14373,22,0,21,8,2011,72,53.1,51,29.93,10,4.6
14374,22,0,22,8,2011,71.1,54,55,29.95,10,3.5
14375,22,0,23,8,2011,69.1,53.1,57,29.96,10,3.5
14376,23,1,0,8,2011,68,53.1,59,29.96,10,0
14377,23,1,1,8,2011,66.9,52,59,29.97,10,3.5
14378,23,1,2,8,2011,64.9,52,63,29.97,10,4.6
14379,23,1,3,8,2011,64,52,65,29.97,10,4.6
14380,23,1,4,8,2011,63,52,67,29.98,10,6.9
14381,23,1,5,8,2011,63,53.1,70,30,10,3.5
14382,23,1,6,8,2011,61,53.1,75,30.02,10,3.5
14383,23,1,7,8,2011,63,53.1,70,30.04,10,0
14384,23,1,8,8,2011,64.9,52,63,30.04,10,5.8
14385,23,1,9,8,2011,66.9,54,63,30.04,10,0
14386,23,1,10,8,2011,72,51.1,48,30.05,10,5.8
14387,23,1,11,8,2011,75,50,41,30.04,10,4.6
14388,23,1,12,8,2011,75.9,48,37,30.02,10,9.2
14389,23,1,13,8,2011,78.1,50,37,30.01,10,6.9
14390,23,1,14,8,2011,78.1,51.1,39,30.01,10,0
14391,23,1,15,8,2011,77,51.1,40,30.01,10,5.8
14392,23,1,16,8,2011,77,50,39,30.01,10,4.6
14393,23,1,17,8,2011,75,54,48,30.02,10,3.5
14394,23,1,18,8,2011,73,53.1,49,30.02,10,0
14395,23,1,19,8,2011,73,51.1,46,30.04,10,0
14396,23,1,20,8,2011,72,51.1,48,30.05,10,0
14397,23,1,21,8,2011,72,51.1,48,30.07,10,5.8
14398,23,1,22,8,2011,72,50,46,30.07,10,5.8
